title,url,description,skills,duration,platform,language,category,sub_category,skills_parsed,normalized_skills
the bits and bytes of computer networking,https://www.coursera.org/learn/computer-networking,this course is designed to provide a full overview of computer networking. we ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting.,"domain name system dns ,ipv4,network model,troubleshooting,",Approx. 27 hours to complete,coursera,english,information technology,networking,"['domain name system dns', 'ipv4', 'network model', 'troubleshooting']",['troubleshooting']
prepare data for exploration,https://www.coursera.org/learn/data-preparation,"this is the third course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. as you continue to build on your understanding of the topics from the first two courses, you ll also be introduced to new topics that will help you gain practical data analytics skills. you ll learn how to use tools like spreadsheets and sql to extract and make use of the right data for your objectives and how to organize and protect your data. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.","spreadsheet,metadata,data collection,data ethics,sql,",Approx. 25 hours to complete,coursera,english,data science,data analysis,"['spreadsheet', 'metadata', 'data collection', 'data ethics', 'sql']","['data collection', 'sql']"
introduction to psychology,https://www.coursera.org/learn/introduction-psychology,"what are people most afraid of what do our dreams mean are we natural-born racists what makes us happy what are the causes and cures of mental illness this course tries to answer these questions and many others, providing a comprehensive overview of the scientific study of thought and behavior. it explores topics such as perception, communication, learning, memory, decision-making, persuasion, emotions, and social behavior. we will look at how these aspects of the mind develop in children, how they differ across people, how they are wired-up in the brain, and how they break down due to illness and injury.","reasoning,problem solving,abstract thinking,analytical thinking,critical thinking,",Approx. 14 hours to complete,coursera,english,health,psychology,"['reasoning', 'problem solving', 'abstract thinking', 'analytical thinking', 'critical thinking']","['problem solving', 'analytical thinking', 'critical thinking']"
introduction to cybersecurity tools cyber attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,"this course gives you the background needed to understand basic cybersecurity. you will learn the history of cybersecurity, types and motives of cyber attacks to further your knowledge of current threats to organizations and individuals. key terminology, basic system concepts and tools will be examined as an introduction to the cybersecurity field.","information security infosec ,ibm new collar,malware,cybersecurity,cyber attacks,",Approx. 16 hours to complete,coursera,english,information technology,cloud computing,"['information security infosec', 'ibm new collar', 'malware', 'cybersecurity', 'cyber attacks']",['cybersecurity']
what is data science,https://www.coursera.org/learn/what-is-datascience,"do you want to know why data science has been labelled as the sexiest profession of the 21st century after taking this course you will be able to answer this question, and get a thorough understanding of what is data science, what data scientists do, and learn about career paths in the field.","data science,deep learning,machine learning,big data,data mining,",Approx. 7 hours to complete,coursera,english,data science,data analysis,"['data science', 'deep learning', 'machine learning', 'big data', 'data mining']","['data science', 'deep learning', 'machine learning', 'big data', 'data mining']"
fundamentals of project planning and management,https://www.coursera.org/learn/uva-darden-project-management,"projects are all around us. virtually every organization runs projects, either formally or informally. we are engaged in projects at home and at work. across settings, planning principles and execution methodologies can offer ways in which projects can be run more effectively and efficiently. project management provides organizations and individuals with the language and the frameworks for scoping projects, sequencing activities, utilizing resources, and minimizing risks.","risk analysis,project planning,planning,management,project management,",Approx. 8 hours to complete,coursera,english,business,business essentials,"['risk analysis', 'project planning', 'planning', 'management', 'project management']","['project planning', 'project management']"
"start the ux design process empathize, define, and ideate",https://www.coursera.org/learn/start-ux-design-process,"start the ux design process empathize, define, ideate is the second course in a certificate program that will equip you with the skills needed to apply to entry-level jobs in user experience ux design. in this course, you ll complete the first phases of the design process for a project that you ll be able to include in your portfolio. you will learn how to empathize with users and understand their pain points, define user needs using problem statements, and come up with lots of ideas for solutions to those user problems.","user experience ux ,ux research,wireframe,prototype,user experience design uxd ,",Approx. 28 hours to complete,coursera,english,computer science,design and product,"['user experience ux', 'ux research', 'wireframe', 'prototype', 'user experience design uxd']","['user experience', 'ux research']"
linear algebra for machine learning and data science,https://www.coursera.org/learn/machine-learning-linear-algebra,"after completing this course, learners will be able to","machine learning,linear equation,eigenvalues and eigenvectors,linear algebra,determinants,",Approx. 21 hours to complete,coursera,english,computer science,algorithms,"['machine learning', 'linear equation', 'eigenvalues and eigenvectors', 'linear algebra', 'determinants']","['machine learning', 'linear algebra']"
"html, css, and javascript for web developers",https://www.coursera.org/learn/html-css-javascript-for-web-developers,"do you realize that the only functionality of a web application that the user directly interacts with is through the web page implement it poorly and, to the user, the server-side becomes irrelevant today s user expects a lot out of the web page it has to load fast, expose the desired service, and be comfortable to view on all devices from a desktop computers to tablets and mobile phones.","html,javascript,css frameworks,cascading style sheets css ,",Approx. 40 hours to complete,coursera,english,computer science,mobile and web development,"['html', 'javascript', 'css frameworks', 'cascading style sheets css']","['html', 'javascript']"
introduction to data analytics,https://www.coursera.org/learn/introduction-to-data-analytics,"ready to start a career in data analysis but don t know where to begin this course presents you with a gentle introduction to data analysis, the role of a data analyst, and the tools used in this job. you will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips advice to start a career. this course will help you to differentiate between the roles of data analysts, data scientists, and data engineers.","data science,spreadsheet,microsoft excel,data analysis,data visualization dataviz ,",Approx. 10 hours to complete,coursera,english,data science,data analysis,"['data science', 'spreadsheet', 'microsoft excel', 'data analysis', 'data visualization dataviz']","['data science', 'data analysis']"
writing in the sciences,https://www.coursera.org/learn/sciwrite,"this course teaches scientists to become more effective writers, using practical examples and exercises. topics include principles of good writing, tricks for writing faster and with less anxiety, the format of a scientific manuscript, peer review, grant writing, ethical issues in scientific publication, and writing for general audiences.","grammar,medical writing,science communication,writing,",Approx. 30 hours to complete,coursera,english,health,basic science,"['grammar', 'medical writing', 'science communication', 'writing']",['grammar']
"unsupervised learning, recommenders, reinforcement learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,"in the third course of the machine learning specialization, you will","collaborative filtering,unsupervised learning,recommender systems,reinforcement learning,anomaly detection,",Approx. 27 hours to complete,coursera,english,data science,machine learning,"['collaborative filtering', 'unsupervised learning', 'recommender systems', 'reinforcement learning', 'anomaly detection']",['reinforcement learning']
process data from dirty to clean,https://www.coursera.org/learn/process-data,"this is the fourth course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. in this course, you ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. you ll learn how to check and clean your data using spreadsheets and sql as well as how to verify and report your data cleaning results. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.","spreadsheet,data cleansing,sample size determination,sql,data integrity,",Approx. 23 hours to complete,coursera,english,data science,data analysis,"['spreadsheet', 'data cleansing', 'sample size determination', 'sql', 'data integrity']","['data cleaning', 'sql']"
okr certification leadership and goal setting,https://www.coursera.org/learn/okr,ideas are easy. execution is everything. -john doerr,"planning,goal setting,business strategy,leadership and management,communication,",Approx. 23 hours to complete,coursera,english,business,leadership and management,"['planning', 'goal setting', 'business strategy', 'leadership and management', 'communication']","['business strategy', 'leadership and team management', 'communication']"
psychological first aid,https://www.coursera.org/learn/psychological-first-aid,"learn to provide psychological first aid to people in an emergency by employing the rapid model reflective listening, assessment of needs, prioritization, intervention, and disposition.","reflective listening,active listening,crisis intervention,psychological first aid,",Approx. 6 hours to complete,coursera,english,health,psychology,"['reflective listening', 'active listening', 'crisis intervention', 'psychological first aid']",['active listening']
foundations of data science,https://www.coursera.org/learn/foundations-of-data-science,"this is the first of seven courses in the google advanced data analytics certificate, which will help develop the skills needed to apply for more advanced data professional roles, such as an entry-level data scientist or advanced-level data analyst. data professionals analyze data to help businesses make better decisions. to do this, they use powerful techniques like data storytelling, statistics, and machine learning. in this course, you ll begin your learning journey by exploring the role of data professionals in the workplace. you ll also learn about the project workflow pace plan, analyze, construct, execute and how it can help you organize data projects.","sharing insights with stakeholders,effective written communication,asking effective questions,cross-functional team dynamics,project management,",Approx. 21 hours to complete,coursera,english,data science,data analysis,"['sharing insights with stakeholders', 'effective written communication', 'asking effective questions', 'cross-functional team dynamics', 'project management']",['project management']
successful negotiation essential strategies and skills,https://www.coursera.org/learn/negotiation-skills,"we all negotiate on a daily basis. on a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. negotiation is also the key to business success. no business can survive without profitable contracts. within a company, negotiation skills can lead to your career advancement.","strategic negotiations,communication,negotiation,decision tree,",Approx. 17 hours to complete,coursera,english,business,business essentials,"['strategic negotiations', 'communication', 'negotiation', 'decision tree']","['communication', 'negotiation']"
project planning putting it all together,https://www.coursera.org/learn/project-planning-google,"this is the third course in the google project management certificate program. this course will explore how to map out a project in the second phase of the project life cycle the project planning phase. you will examine the key components of a project plan, how to make accurate time estimates, and how to set milestones. next, you will learn how to build and manage a budget and how the procurement processes work. then, you will discover tools that can help you identify and manage different types of risk and how to use a risk management plan to communicate and resolve risks. finally, you will explore how to draft and manage a communication plan and how to organize project documentation. current google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.","project planning,strategic thinking,risk management,task estimation,procurement,",Approx. 29 hours to complete,coursera,english,business,leadership and management,"['project planning', 'strategic thinking', 'risk management', 'task estimation', 'procurement']","['project planning', 'risk management']"
tools for data science,https://www.coursera.org/learn/open-source-tools-for-data-science,"in order to be successful in data science, you need to be skilled with using tools that data science professionals employ as part of their jobs. this course teaches you about the popular tools in data science and how to use them.","data science,github,python programming,jupyter notebooks,rstudio,",Approx. 17 hours to complete,coursera,english,data science,data analysis,"['data science', 'github', 'python programming', 'jupyter notebooks', 'rstudio']","['data science', 'github', 'python', 'jupyter notebook']"
"python for data science, ai development",https://www.coursera.org/learn/python-for-applied-data-science-ai,kickstart your learning of python with this beginner-friendly self-paced course taught by an expert. python is one of the most popular languages in the programming and data science world and demand for individuals who have the ability to apply python has never been higher.,"data science,python programming,data analysis,pandas,numpy,",Approx. 20 hours to complete,coursera,english,data science,data analysis,"['data science', 'python programming', 'data analysis', 'pandas', 'numpy']","['data science', 'python', 'data analysis', 'pandas', 'numpy']"
foundations of business intelligence,https://www.coursera.org/learn/foundations-of-business-intelligence,"this is the first of three courses in the google business intelligence certificate, which will help develop the skills needed to apply for entry-level roles as a business intelligence bi professional. people who work in bi help organizations access the right data, use data to help businesses grow and improve, and put insights into action. in this course, you ll discover the role of bi professionals within an organization and explore bi tools you can use on the job.","stakeholder management,sharing insights with stakeholders,asking effective questions,cross-functional team dynamics,business processes and requirements,",Approx. 24 hours to complete,coursera,english,data science,data analysis,"['stakeholder management', 'sharing insights with stakeholders', 'asking effective questions', 'cross-functional team dynamics', 'business processes and requirements']",['stakeholder management']
operating systems and you becoming a power user,https://www.coursera.org/learn/os-power-user,"in this course -- through a combination of video lectures, demonstrations, and hands-on practice -- you ll learn about the main components of an operating system and how to perform critical tasks like managing software and users, and configuring hardware.","powershell,linux file systems,linux,command-line interface,",Approx. 33 hours to complete,coursera,english,information technology,support and operations,"['powershell', 'linux file systems', 'linux', 'command-line interface']","['powershell', 'linux']"
analyze data to answer questions,https://www.coursera.org/learn/analyze-data,"this is the fifth course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. in this course, you ll explore the analyze phase of the data analysis process. you ll take what you ve learned to this point and apply it to your analysis to make sense of the data you ve collected. you ll learn how to organize and format your data using spreadsheets and sql to help you look at and think about your data in different ways. you ll also find out how to perform complex calculations on your data to complete business objectives. you ll learn how to use formulas, functions, and sql queries as you conduct your analysis. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.","spreadsheet,data analysis,sql,data calculations,data aggregation,",Approx. 26 hours to complete,coursera,english,data science,data analysis,"['spreadsheet', 'data analysis', 'sql', 'data calculations', 'data aggregation']","['data analysis', 'sql']"
"improving deep neural networks hyperparameter tuning, regularization and optimization",https://www.coursera.org/learn/deep-neural-network,"in the second course of the deep learning specialization, you will open the deep learning black box to understand the processes that drive performance and generate good results systematically.","tensorflow,deep learning,mathematical optimization,hyperparameter tuning,",Approx. 23 hours to complete,coursera,english,data science,machine learning,"['tensorflow', 'deep learning', 'mathematical optimization', 'hyperparameter tuning']","['tensorflow', 'deep learning']"
agile project management,https://www.coursera.org/learn/agile-project-management,"this is the fifth course in the google project management certificate program. this course will explore the history, approach, and philosophy of agile project management, including the scrum framework. you will learn how to differentiate and blend agile and other project management approaches. as you progress through the course, you will learn more about scrum, exploring its pillars and values and comparing essential scrum team roles. you will discover how to build, manage, and refine a product backlog, implement agile s value-driven delivery strategies, and define a value roadmap. you will also learn strategies to effectively organize the five important scrum events for a scrum team, introduce an agile or scrum approach to an organization, and coach an agile team. finally, you will learn how to search for and land opportunities in agile roles. current google project managers will continue to instruct and provide you with the hands-on approaches, tools, and resources to meet your goals.","coaching,influencing,agile management,problem solving,scrum,",Approx. 25 hours to complete,coursera,english,business,leadership and management,"['coaching', 'influencing', 'agile management', 'problem solving', 'scrum']","['problem solving', 'scrum']"
agile with atlassian jira,https://www.coursera.org/learn/agile-atlassian-jira,"this course discusses common foundational principles and practices used by agile methodologies, providing you with a flexible set of tools to use in your role e.g. product owner, scrum master, project manager, team member on an agile team. learn agile and lean principles, including kanban and scrum, and use jira software cloud as the tool to apply hands-on exercises in these topics. the course includes instruction on company-managed and team-managed jira projects.","project management,agile management,work management,scrum software development ,",Approx. 12 hours to complete,coursera,english,computer science,software development,"['project management', 'agile management', 'work management', 'scrum software development']","['project management', 'workflow management']"
business analytics with excel elementary to advanced,https://www.coursera.org/learn/business-analytics-excel,"a leader in a data driven world requires the knowledge of both data-related statistical methods and of appropriate models to use that data. this business analytics class focuses on the latter it introduces students to analytical frameworks used for decision making though excel modeling. these include linear and integer optimization, decision analysis, and risk modeling. for each methodology students are first exposed to the basic mechanics, and then apply the methodology to real-world business problems using excel.","business analytics,spreadsheet,microsoft excel,solver,modeling,",Approx. 22 hours to complete,coursera,english,business,business essentials,"['business analytics', 'spreadsheet', 'microsoft excel', 'solver', 'modeling']",['business analysis']
sql for data science,https://www.coursera.org/learn/sql-for-data-science,"as data collection has increased exponentially, so has the need for people skilled at using and interacting with data to be able to think critically, and provide insights to make better decisions and optimize their businesses. this is a data scientist, part mathematician, part computer scientist, and part trend spotter sas institute, inc. . according to glassdoor, being a data scientist is the best job in america with a median base salary of 110,000 and thousands of job openings at a time. the skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in sql, the standard language for communicating with database systems.","data science,data analysis,sqlite,sql,",Approx. 14 hours to complete,coursera,english,data science,data analysis,"['data science', 'data analysis', 'sqlite', 'sql']","['data science', 'data analysis', 'sqlite', 'sql']"
"brand management aligning business, brand and behaviour",https://www.coursera.org/learn/brand,"professor nader tavassoli of london business school contrasts traditional approaches to branding - where brands are a visual identity and a promise to customers - to brands as a customer experience delivered by the entire organisation. the course offers a brand workout for your own brands, as well as guest videos from leading branding professionals.","corporate branding,brand marketing,brand management,brand identity,",Approx. 17 hours to complete,coursera,english,business,entrepreneurship,"['corporate branding', 'brand marketing', 'brand management', 'brand identity']",['brand management']
introduction to artificial intelligence ai,https://www.coursera.org/learn/introduction-to-ai,"in this course you will learn what artificial intelligence ai is, explore use cases and applications of ai, understand ai concepts and terms like machine learning, deep learning and neural networks. you will be exposed to various issues and concerns surrounding ai such as ethics and bias, jobs, and get advice from experts about learning and starting a career in ai. you will also demonstrate ai in action with a mini project.","data science,deep learning,artificial intelligence ai ,jobs,machine learning,",Approx. 9 hours to complete,coursera,english,data science,machine learning,"['data science', 'deep learning', 'artificial intelligence ai', 'jobs', 'machine learning']","['data science', 'deep learning', 'machine learning']"
get started with python,https://www.coursera.org/learn/get-started-with-python,"this is the second of seven courses in the google advanced data analytics certificate. the python programming language is a powerful tool for data analysis. in this course, you ll learn the basic concepts of python programming and how data professionals use python on the job. you ll explore concepts such as object-oriented programming, variables, data types, functions, conditional statements, loops, and data structures.","using comments to enhance code readability,python programming,jupyter notebook,data visualization dataviz ,coding,",Approx. 25 hours to complete,coursera,english,data science,data analysis,"['using comments to enhance code readability', 'python programming', 'jupyter notebook', 'data visualization dataviz', 'coding']","['python', 'jupyter notebook']"
game theory,https://www.coursera.org/learn/game-theory-1,"popularized by movies such as a beautiful mind, game theory is the mathematical modeling of strategic interaction among rational and irrational agents. beyond what we call games in common language, such as chess, poker, soccer, etc., it includes the modeling of conflict among nations, political campaigns, competition among firms, and trading behavior in markets such as the nyse. how could you begin to model keyword auctions, and peer to peer file-sharing networks, without accounting for the incentives of the people using them the course will provide the basics representing games and strategies, the extensive form which computer scientists call game trees , bayesian games modeling things like auctions , repeated and stochastic games, and more. we ll include a variety of examples including classic games and a few applications.","game theory,backward induction,bayesian game,problem solving,",Approx. 17 hours to complete,coursera,english,social sciences,economics,"['game theory', 'backward induction', 'bayesian game', 'problem solving']",['problem solving']
artificial intelligence in marketing,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,"ai is everywhere by harnessing the power of artificial intelligence, businesses and marketers have amazing growth potential, and the opportunities to enhance marketing with ai are always expanding. but how can businesses use ai tools to drive their success and gain sustainable competitive advantages what are the challenges faced by businesses as they implement ai into their marketing strategies","business model,digital marketing,network effects,marketing strategy,customer engagement,",Approx. 10 hours to complete,coursera,english,business,marketing,"['business model', 'digital marketing', 'network effects', 'marketing strategy', 'customer engagement']","['digital marketing', 'marketing strategy', 'customer engagement']"
project execution running the project,https://www.coursera.org/learn/project-execution-google,"this is the fourth course in the google project management certificate program. this course will delve into the execution and closing phases of the project life cycle. you will learn what aspects of a project to track and how to track them. you will also learn how to effectively manage and communicate changes, dependencies, and risks. as you explore quality management, you will learn how to measure customer satisfaction and implement continuous improvement and process improvement techniques. next, you will examine how to prioritize data, how to use data to inform your decision-making, and how to effectively present that data. then, you will strengthen your leadership skills as you study the stages of team development and how to manage team dynamics. after that, you will discover tools that provide effective project team communication, how to organize and facilitate meetings, and how to effectively communicate project status updates. finally, you will examine the steps of the project closing process and how to create and share project closing documentation. current google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.","quality management,strategic thinking,project execution,risk management,project management,",Approx. 26 hours to complete,coursera,english,business,leadership and management,"['quality management', 'strategic thinking', 'project execution', 'risk management', 'project management']","['project execution', 'risk management', 'project management']"
excel basics for data analysis,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,"spreadsheet tools like excel are an essential tool for working with data - whether for data analytics, business, marketing, or research. this course is designed to give you a basic working knowledge of excel and how to use it for analyzing data.","data science,spreadsheet,microsoft excel,data analysis,pivot table,",Approx. 12 hours to complete,coursera,english,data science,data analysis,"['data science', 'spreadsheet', 'microsoft excel', 'data analysis', 'pivot table']","['data science', 'data analysis']"
aws cloud practitioner essentials,https://www.coursera.org/learn/aws-cloud-practitioner-essentials,"welcome to aws cloud practitioner essentials. if you re new to the cloud, whether you re in a technical or non-technical role such as finance, legal, sales, marketing, this course will provide you with an understanding of fundamental aws cloud concepts to help you gain confidence to contribute to your organization s cloud initiatives. this course is also the starting point to prepare for your aws certified cloud practitioner certification whenever it s convenient for you.","cloud computing security,aws cloud,cloud networking,cloud computing,migration and innovation,",Approx. 18 hours to complete,coursera,english,information technology,cloud computing,"['cloud computing security', 'aws cloud', 'cloud networking', 'cloud computing', 'migration and innovation']","['cloud security compliance', 'aws cloud', 'cloud networking', 'cloud computing']"
share data through the art of visualization,https://www.coursera.org/learn/visualize-data,"this is the sixth course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. you ll learn how to visualize and present your data findings as you complete the data analysis process. this course will show you how data visualizations, such as visual dashboards, can help bring your data to life. you ll also explore tableau, a data visualization platform that will help you create effective visualizations for your presentations. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.","data analysis,tableau software,data visualization dataviz ,presentation,",Approx. 24 hours to complete,coursera,english,data science,data analysis,"['data analysis', 'tableau software', 'data visualization dataviz', 'presentation']",['data analysis']
introduction to negotiation a strategic playbook for becoming a principled and persuasive negotiator,https://www.coursera.org/learn/negotiation,"this course will help you be a better negotiator. unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. this framework will allow you to make principled arguments that persuade others. it will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. you will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations.","game theory,negotiation,collaboration,principled negotiation,",Approx. 33 hours to complete,coursera,english,business,business essentials,"['game theory', 'negotiation', 'collaboration', 'principled negotiation']","['negotiation', 'collaboration']"
introduction to cloud computing,https://www.coursera.org/learn/introduction-to-cloud,"get started in cloud computing with this beginner friendly, self-paced course you will gain the foundational knowledge required for understanding cloud computing from a business perspective and also as a cloud practitioner.","cloud native,devops,iaas paas saas,hybrid multicloud,cloud computing,",Approx. 12 hours to complete,coursera,english,information technology,cloud computing,"['cloud native', 'devops', 'iaas paas saas', 'hybrid multicloud', 'cloud computing']","['devops', 'cloud computing']"
the strategy of content marketing,https://www.coursera.org/learn/content-marketing,"this course is a partnership between the leading content marketing authority, copyblogger, and uc davis continuing and professional education. in this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. you will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.","management,content marketing,copywriting,writing,",Approx. 20 hours to complete,coursera,english,business,marketing,"['management', 'content marketing', 'copywriting', 'writing']","['content marketing', 'copywriting']"
"introduction to tensorflow for artificial intelligence, machine learning, and deep learning",https://www.coursera.org/learn/introduction-tensorflow,"if you are a software developer who wants to build scalable ai-powered algorithms, you need to understand how to use the tools to build them. this course is part of the upcoming machine learning in tensorflow specialization and will teach you best practices for using tensorflow, a popular open-source framework for machine learning.","computer vision,tensorflow,machine learning,",Approx. 17 hours to complete,coursera,english,computer science,software development,"['computer vision', 'tensorflow', 'machine learning']","['computer vision', 'tensorflow', 'machine learning']"
connected leadership,https://www.coursera.org/learn/connected-leadership,"this course is designed to maximize your ability to create change at the individual, team and system levels. through study, reflection, and deploying practical tools, you will establish a firm connection between your clearly articulated purpose, effective priorities, visualized potential for success, and pathway to maximized progress. but, what does that mean in practice","emotional intelligence,team building,systems thinking,leadership and management,team management,",Approx. 31 hours to complete,coursera,english,personal development,personal development,"['emotional intelligence', 'team building', 'systems thinking', 'leadership and management', 'team management']","['leadership and team management', 'team management']"
management of fashion and luxury companies,https://www.coursera.org/learn/mafash,"learn how fashion and luxury companies work and understand their brands, products, retail, and communication strategies. travel through business models, international development, and product categories with industry influent experts.","strategic management,business model,luxury goods,brand management,",Approx. 12 hours to complete,coursera,english,business,leadership and management,"['strategic management', 'business model', 'luxury goods', 'brand management']",['brand management']
data analysis with r programming,https://www.coursera.org/learn/data-analysis-r,"this course is the seventh course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. in this course, you ll learn about the programming language known as r. you ll find out how to use rstudio, the environment that allows you to work with r. this course will also cover the software applications and tools that are unique to r, such as r packages. you ll discover how r lets you clean, organize, analyze, visualize, and report data in new and more powerful ways. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.","r programming,data analysis,data visualization dataviz ,r markdown,rstudio,",Approx. 37 hours to complete,coursera,english,data science,data analysis,"['r programming', 'data analysis', 'data visualization dataviz', 'r markdown', 'rstudio']","['r', 'data analysis', 'markdown']"
viral marketing and how to craft contagious content,https://www.coursera.org/learn/wharton-contagious-viral-marketing,"ever wondered why some things become popular, and other don t why some products become hits while others flop why some ideas take off while others languish what are the key ideas behind viral marketing this course explains how things catch on and helps you apply these ideas to be more effective at marketing your ideas, brands, or products. you ll learn how to make ideas stick, how to increase your influence, how to generate more word of mouth, and how to use the power of social networks to spread information and influence. drawing on principles from his best-selling book, contagious why things catch on, professor jonah berger illustrates successful strategies for you to use buzz to create virality so that your campaigns become more shareable on social media and elsewhere. by the end of this course, you ll have a better understanding of how to craft contagious content, build stickier messages, and get any product, idea, or behavior to catch on.","social network,viral marketing,marketing,marketing strategy,",Approx. 4 hours to complete,coursera,english,business,marketing,"['social network', 'viral marketing', 'marketing', 'marketing strategy']",['marketing strategy']
convolutional neural networks,https://www.coursera.org/learn/convolutional-neural-networks,"in the fourth course of the deep learning specialization, you will understand how computer vision has evolved and become familiar with its exciting applications such as autonomous driving, face recognition, reading radiology images, and more.","deep learning,facial recognition system,convolutional neural network,tensorflow,object detection and segmentation,",Approx. 36 hours to complete,coursera,english,data science,machine learning,"['deep learning', 'facial recognition system', 'convolutional neural network', 'tensorflow', 'object detection and segmentation']","['deep learning', 'tensorflow']"
sql a practical introduction for querying databases,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,"much of the world s data lives in databases. sql or structured query language is a powerful programming language that is used for communicating with and manipulating data in databases. a working knowledge of databases and sql is a must for anyone who wants to start a career in data engineering, data warehousing, data analytics, data science or business intelligence. the purpose of this course is to help you learn and apply foundational and intermediate knowledge of the sql language, and become familiar with many relational database rdbms concepts along the way.","create, read, update and delete,data analysis,mysql,relational database management system rdbms ,sql,",Approx. 21 hours to complete,coursera,english,data science,data analysis,"['create', 'read', 'update and delete', 'data analysis', 'mysql', 'relational database management system rdbms', 'sql']","['data analysis', 'mysql', 'sql']"
structuring machine learning projects,https://www.coursera.org/learn/machine-learning-projects,"in the third course of the deep learning specialization, you will learn how to build a successful machine learning project and get to practice decision-making as a machine learning project leader.","deep learning,inductive transfer,machine learning,multi-task learning,decision-making,",Approx. 6 hours to complete,coursera,english,data science,data analysis,"['deep learning', 'inductive transfer', 'machine learning', 'multi-task learning', 'decision-making']","['deep learning', 'machine learning']"
it security defense against the digital dark arts,https://www.coursera.org/learn/it-security,"this course covers a wide variety of it security concepts, tools, and best practices. it introduces threats and attacks and the many ways they can show up. we ll give you some background of encryption algorithms and how they re used to safeguard data. then, we ll dive into the three as of information security authentication, authorization, and accounting. we ll also cover network security solutions, ranging from firewalls to wifi encryption options. the course is rounded out by putting all these elements together into a multi-layered, in-depth security architecture, followed by recommendations on how to integrate a culture of security into your organization or team.","cybersecurity,wireless security,cryptography,network security,",Approx. 31 hours to complete,coursera,english,information technology,security,"['cybersecurity', 'wireless security', 'cryptography', 'network security']","['cybersecurity', 'cryptography', 'network security']"
build wireframes and low-fidelity prototypes,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,"build wireframes and low-fidelity prototypes is the third course in a certificate program that will equip you with the skills you need to apply to entry-level jobs in user experience ux design. in this course, you ll continue to design a mobile app for your professional ux portfolio. you ll start by creating storyboards and getting familiar with the basics of drawing. then, you ll create paper wireframes and digital wireframes using the design tool figma. you ll also create a paper prototype and a digital low-fidelity prototype in figma.","user experience ux ,ux research,wireframe,prototype,user experience design uxd ,",Approx. 23 hours to complete,coursera,english,computer science,design and product,"['user experience ux', 'ux research', 'wireframe', 'prototype', 'user experience design uxd']","['user experience', 'ux research']"
first step korean,https://www.coursera.org/learn/learn-korean,"this is an elementary-level korean language course, consisting of 5 lessons with 4 units, and covers 4 skills reading, writing, listening and speaking. the main topics include basic expressions used in everyday life, such as greetings, introducing yourself, talking about your family and a daily life and so on. each lesson covers dialogues, pronunciation, vocabulary, grammar, quizzes and role-plays.","grammar,korean language,speech,writing,",Approx. 17 hours to complete,coursera,english,language learning,other languages,"['grammar', 'korean language', 'speech', 'writing']",['grammar']
